Name,SD1,SD2,C-1,C-2,C-N-1,C-N-2,N-1,N-2,CS1,CS2,HS1,HS2,OSMO1,OSMO2,OXI1,OXI2,PH1,PH2,UV1,UV2
hsrA,4674.645,6601.43,2757.645,7096.265,5960.2,7288.735,5808.245,6626.545,6214.215,6418.35,7409.99,6953.07,6612.535,6661.61,7328.625,8578.34,5400.775,6155.29,5052.435,5462.33
htpG,3724.9,2613.325,3525.37,2954.065,2031.03,2144.035,2443.085,3211.955,3627.795,2160.76,2413.78,2132.78,2272.84,3045.85,2105.75,2106.185,2823.555,3558.3,3219.73,2235.705
htpX,8117.02,7675.335,5717.91,8481.12,6962.645,6501.895,6862.91,9016.75,6783.06,5782.145,5923.8,6367.045,7032.015,6951.935,7410.32,5761.15,6923.445,6958.56,7557.1,6778.6
htrE,3908.88,3751.13,4529.63,3987.5,2903.86,3103.39,3234.64,3742.22,4004.33,3073.49,3141.15,2459.21,3020.18,3228.79,3219.46,3300.41,2890.38,5628.12,4495.21,3122.09
hupA,2842.55,3934.645,1848.4,3860.935,2795.61,2507.6,2944.525,4028.54,3203.05,2843.185,3066.61,2955.855,3178.215,4017.915,3472.37,3682.85,3601.475,3816.64,3282.43,2348.55
hupB,2256.53,2570.9,2780.08,2417.52,2306.36,1778.67,1791.61,2012.11,1936.54,2406.82,2272.8,2216.99,2240.76,2183.28,1894.55,2217.34,2442.04,4968.3,1945.12,1989.96
hyaA,4930.11,6920.62,3423.64,6298.53,6259.955,7035.075,6427.945,6014.965,4887.71,7672.395,6770.76,6072.425,6225.435,5225.375,6596.815,7048.84,19228.57,8383.79,4872.655,5924.365
hyaB,3752.28,3717.19,3808.69,3556.1,3484.51,3660.11,3516.33,2855.27,3730.86,4138.75,3068.6,3333.29,3652.62,2801.27,3886.66,4003.16,13703.42,4361.16,3421.35,3933.58
hyaC,3322.155,3697.385,2733.18,4356.265,3758.845,3988.475,4558.155,4599.97,2997.055,4081.12,3657.955,3477.995,4601.03,4134.9,4228.15,3680.76,14177.7,1459.035,3516.295,3845.28
hyaD,3689.84,3371.52,4952.18,3295,3716.59,2834.68,4181.9,3720.51,3533.39,3061.44,2996.27,2946.53,4500.07,2735.59,3868.32,4113.98,12284.74,1728.11,3174.74,2740.97
hyaE,8069.165,7593.005,4891.76,8403.39,7124.18,5550.495,9480.015,8754.43,6813.115,4781.24,6140.35,5360.675,6583.53,7117.955,7159.13,5088.76,21076.23,3531.995,7056.49,5300.625
hyaF,3692.45,5659.59,2970.63,4563.04,5711.56,5683.34,5105.66,6512.58,4349.57,4152.08,4573.63,5031.13,4918.26,4552.33,5201.13,5087.42,13623.18,3014.83,4102.84,5005.06
hybA,7693.89,7239.19,3670.66,7661.43,6490.41,5349.58,7749.91,7049.75,8107.62,7063.18,6938.22,6164.61,7360,6093.9,6176.99,5895.09,6641.37,3750.44,5807.19,6925.1
hybB,5407.54,4644.625,3912.705,5372.61,5044.22,4353.11,5200.42,5742.385,5661.53,4707.89,4319.085,4631.435,4510.85,5400.66,5658.24,4293.43,5218.885,3325.22,5545.265,4607.925
hybC,4653.7,3246.97,3758.7,3640.2,3235.02,2884.02,3092.99,4474.37,4040.92,3520.49,2970.28,3314.45,3382.92,3691.93,3197.88,2754.72,3629.43,3002.06,4949.44,3763.57
hybD,4527.47,5469.35,4569.13,3837.92,2528.3,2392.21,3957.13,4675.6,5032.96,2657.76,2853.38,2469.7,3382.92,3858.13,3180.29,2336.65,5474.67,4964.46,6112.92,3018.46
hybE,3891.86,3872.395,6597.475,3513.25,2751.495,2724.265,4919.265,4163.685,4460.18,2666.065,3134.01,3269.155,3077.565,3580.985,2700.565,2719.435,3929.52,4357.455,4746.86,2677.585
hybF,4985.02,2957.13,6471.82,2714.78,2527.75,2652.62,3827.78,3088.84,5064.95,2290.97,2847.25,3214,2863.14,2904.54,2672.49,2578.1,2809.96,5645.56,4823.25,2834.84
hybG,5614.845,4072.06,6647.14,4247.94,3293.355,3705.28,4796.685,5116.66,5315.375,3635.385,3531.71,4289.325,3588.73,4322.41,4257.36,3686.845,4082.74,4397.225,5969.42,4230.82
hybO,4164.69,2706.305,3853.16,2697.165,2691.23,2515.01,3019.335,3486.355,3916.345,3258.465,3455.155,2893.765,3321.465,2787.5,2796.935,3020.85,4847.945,4696.59,4451.405,2920.415
hycA,2134.09,1649.09,2428.09,2080.1,2131.78,2995.57,1803.87,2204.49,2120.93,3002.83,2479.96,2835.64,1651.51,2372.06,2121.42,2953.68,2106.66,2707.72,1859.69,2640.12
hycB,3736.44,2290.97,3810.24,2759.83,2402.4,1915.51,2645.86,2360.36,4022.55,2113.68,2465.25,2240.17,2473.88,2865.21,2145.6,2459.95,3160.45,2515.7,3536.4,2491.74
hycC,3668.5,3495.1,3275.68,3427.98,3809.64,3985.99,4442.82,3040.81,3985.91,3993.68,4158.65,4174.28,3751.13,3382.1,3837.09,4297.61,3297.63,3890.38,3501.52,3704.29
hycD,4866.18,4087.28,2912.03,4387.56,3531.47,4119.59,4010.61,3453.54,4679.53,4660.55,5406.07,5625.99,4058.99,4039.04,4034.93,5593.28,3966.63,4934.34,4451.58,4422.11
hycE,4199.04,4364.2,3622.04,4102.745,3210.625,4012.69,4044.195,3696.735,4418.645,4513.95,4563.63,4765.58,4023.22,3899.28,3977.845,4468.94,3835.46,1877.44,4237.83,4093.49
hycF,3482.445,3115.525,5318.485,3790.57,2392.645,2875.765,3520.295,4295.075,3688.75,2709.085,2942.135,3231.84,2866.19,3503.815,2744.16,2553.275,3592.235,2148.83,4523.135,2597.04
hycG,3460.115,2350.67,4199.565,2576.6,2729.52,2811.575,2782.06,3097.405,3186.265,3028.52,3138.74,2897.15,2734.45,2601.825,2650.72,2651.46,2233.135,2151.975,3609.56,2803.04
hycH,8975.55,7482.3,6889.01,7731.02,6050.67,5476.75,8746.76,5953.8,7441.97,5981.92,7110.82,6545.98,6293.33,6656.49,6528.05,5741.84,6062.09,1538.38,7192.15,5696.5
hycI,4623.9,5309.86,908.96,4700.93,5137.15,4633.27,9846.48,5343.37,4880.4,6122.53,7419.07,7488.48,5858.26,4915.4,5224.48,6634.72,4665.89,1672.95,5739.82,5202.76
hydN,5273.125,5679.855,4578.39,4709.215,4992.65,6082.43,5288.77,5948.815,5294.16,6715.38,6486.79,6822.34,6714.985,6425.52,6151.83,6077.45,5853.8,3538.01,5415.61,5412.96
hyfA,5910.81,3824.33,3529.37,5376.73,4151.53,3580.6,4150.65,4616.58,4975.59,3226.7,2199.25,1348.95,4233.81,4705.23,4197.01,3601.8,3439.44,2982.23,6458.9,4059.59
hyfB,6448.815,8144.485,4802.885,7948.245,7715.07,6462.58,7304.8,7346.26,6699.4,6556.32,6671.57,7064.325,7179.975,7435.995,6858.55,7045.605,5960.09,4645.57,5959.88,6754.925
hyfC,2963.7,2972.15,9829.945,3172.985,2974.705,2620.69,2849.725,3689.595,3001.155,2694.35,3039.25,3032.225,2533.93,3349.54,3051.135,2505.36,1970.93,1832.125,3030.705,2995.275
hyfD,5087.055,4990.31,5346.595,5015.09,6635.075,6197.23,5370.49,5917.225,4694.625,6117.42,6327.855,6664.23,7309.735,4905.99,6641.015,7195.01,4914.18,2704.47,4878.13,7179.825
hyfE,5290.43,6687.52,6448.43,5982.65,5873.96,5212.19,6218.23,6203.82,5333.5,6151.77,6531.54,6308.33,5657.68,5309.32,6853.25,5632.58,4175.78,5635.26,4424.06,6210.59
hyfF,5993.8,6851.05,3600.84,6395.89,5999.08,6027.9,5628.12,5695.29,5877.63,5911.4,6420.7,5848.22,5617.35,5309.32,6232.7,6295.19,4576.88,1954.91,5030.94,5821.72
hyfG,3439.95,3685.51,3283.46,3360.53,3844.9,3867.39,4356.76,3534.47,3133.3,2978.12,3150.8,4485.76,3471.81,3946.09,4144.5,3718.61,3603.16,4780.54,3671.7,3372.88
hyfH,3439.95,2739.74,2195.88,3360.53,3844.9,3277.1,3382.1,4497.66,4038.74,3641.39,3033.74,3160.78,2932.92,3337.19,2405.75,3485.63,3603.16,4553.29,3671.7,2399.88
hyfI,4169.86,3767.575,6058.835,4105.53,4114.44,3691.845,3900.85,4056.81,4085.06,4177.57,3267.41,3895.95,4284.145,4168.85,3669.965,3507.55,2976.95,3446.445,4675.73,2736.735
hyfJ,6201.065,5743.175,4818.755,6933.89,6073.69,5594.125,8817.725,6172.99,5340.185,5611.69,5654.14,5398.52,6903.525,5572.61,6308.175,4931.43,5124.12,2109.97,5520.39,5329.365
hyfR,6324,6882.23,2976.35,6374.46,5213.33,5686.44,5926.64,6865.09,5088.31,4517.8,5612.45,5164.91,5702.59,6525.68,6442.34,5528.92,5683.94,4206.74,6041.8,5223.32
hyi,3073.32,4330.505,3367.925,3868.16,4575.305,5195.515,2662.37,3760.955,2956.845,6314.7,5459.945,5750.285,5779.41,4217.48,4338.93,5392.98,3277.68,5750.7,3566.465,5321.26
hypA,7687.3,5145.09,7453.43,5714.92,3654.05,2976.35,4190.74,6360.09,6512.58,2633.06,3123.17,2987.99,3687.98,5211.47,2992.75,2903.51,6266.25,1547.85,5806.53,3363.37
hypB,6187.015,3505.285,3341.84,3988.885,3693.76,3550.14,3296.955,4101.89,5297.96,3568.845,4020.06,4312.28,3583.965,3583.55,3169.81,3654.395,5863.92,2123.11,5777.58,3605.17
hypC,4627.125,2290.585,2465.655,3002.545,2237.545,2491.205,2682.795,3198.585,4003.34,2409.79,2467.595,2814.28,2250.94,2660.07,2030.635,2888.435,5373.89,4256.685,4450.31,2403.935
hypD,3018.8,2213.67,3895,2278.21,2165.14,1749.03,2633.4,2077.35,2677.38,2013.19,2190.13,2483.93,2018.65,2287.96,1990.91,2183.93,3535.85,3865.85,3416.43,2427.44
hypE,2344.57,1498.97,2706.89,1821.2,1487.35,1115.72,1409.78,1734.61,2198.02,1372.63,1919.34,1712.72,1467.11,1562.06,1261.19,1651.51,3200.27,4567.34,2333.14,1268.71
hypF,5350.235,5699.64,4467.405,5592.785,5602.475,5647.765,5471.685,5598.76,5546.115,6085.225,6170.135,6800.69,6179.955,4573.585,6096.765,6483.66,4208.545,5509.445,4711.495,5367.985
hyuA,6883.73,6395.285,3935.855,6065.365,6054.245,5865.85,6502.695,7088.845,6827.825,6210.3,5155.36,6302.9,6381.6,6452.1,6207.235,6029.065,6169.285,2683.335,6055.15,6244.805
iaaA,3148.03,2414.635,4760.635,2715.155,3265.515,3324.3,2986.975,2261.035,3013.125,2361.79,1987.285,2562.76,2735.205,2609.08,2505.045,2513.835,2408.915,3250.925,2689.12,2936.32
iadA,5720.27,3877.815,2919.81,3990.53,4081.255,2613.565,4404.1,4861.43,6157.585,2777.02,2626.48,3627.58,4504.22,4667.835,3582.735,3343.21,5488.455,3510.695,6134.985,3901.485
iap,7045.73,7420.07,3972.59,6896.4,5862.83,5380.19,7053.47,5854.85,8361.5,7760.86,5404.24,5866.82,6917.39,7691.38,5977.58,5808.24,7688.75,2494.91,6930.19,6663.33
ibpA,2242.46,2776.08,3255.25,1400.61,2729.99,2456.37,2747.99,2525.57,2414.66,3191.22,3842.38,3124.53,1189.95,2356.66,2311.88,2331.1,1968.25,2473.43,1918.52,2282.64
ibpB,3065.79,1714.965,5441.945,2126.715,1720.68,1140.815,1534.05,3443.225,3158.995,1521.695,1992.76,1742.34,1762.03,2669.715,1667.4,1719.99,2079.07,4775.06,3772.545,1685.33
ibsA,1515.54,1343.665,4764.37,1446.89,1598.43,1510.335,1712.21,1178.77,1443.67,1274.945,1708.675,1453.4,1160.03,1358.34,1746.595,892.425,908.5,2016.065,1110.93,1764.52
ibsB,5427.39,2875.99,3833.515,3685.245,2606.13,1912.655,3642.61,4002.39,4747.23,1616.05,1971.245,1992.055,2770.335,2830.995,2387.265,1557.81,2836.79,6868.835,5037.79,2490.09
ibsC,2084.875,3256.255,2572.71,2442.925,1959.085,1726.42,2130.44,2516.655,2773.22,2300.715,2082.825,1759.795,2181.24,2741.95,2026.445,2371.275,2554.785,3618.75,2270.385,2179.59
ibsD,225.24,217.735,2065.2,260.665,498.115,584.77,394.5,474.805,170.585,825.08,840.595,714.33,790.195,795.235,364.93,1131.14,336.34,2470.59,332.68,396.235
ibsE,162.52,146.47,1535.05,186.43,119.73,140.99,246.05,321.46,112.64,41.76,69.23,84.95,428.07,567.7,119.96,57.07,104.17,1712.72,270.78,64
icd,3282.54,4276.235,3648.935,4455.815,4718.28,3808.15,4063.44,3837.845,2757.64,4550.2,4393.315,3916.825,4402.915,5463.31,4716.895,3930.425,4134.495,5806.285,3862.1,3972.175
icdC,554.75,639.625,5653.655,505.51,860.005,1014.405,688.22,554.905,591.93,1379.88,1062.39,934.33,732.285,497.47,800.485,1179.605,833.305,4135.02,886.905,857.985
iclR,7916.14,9729.835,3332.675,8852.685,8940.39,8652.37,8455.18,8603.75,8732.265,8260.935,8484.87,9317.045,9862.165,9877.96,10316.045,9877.185,10613.16,4269.69,7159.01,8084.61
idi,3350.93,3550.115,3517.905,2386.69,2305.06,2932.325,3378.1,3410.765,3543.705,2574.585,2102.085,2603.175,2750.42,2470.955,2841.5,2464.6,3371.6,3362.29,3847.365,2445.31
idnD,6731.87,8252.7,3543.57,6750.63,8071.97,9458.59,7027.06,4799.05,5688.91,12325.27,11094.84,10707.5,8884.38,7126.8,9811.39,10000.15,6148.22,7879.15,6440.46,11489.73
idnK,3205,4791.54,1354.26,3349.81,4177.3,7768.07,3357.52,4631.51,3579.88,8682.36,6535.44,5968.42,7235.72,4276.39,5422.22,7269.26,2732.67,6118.64,3568.92,5000.65
idnO,4997.795,6914.87,3408.385,5631.155,6758.1,7008.595,6622.02,5657,5183.38,7834.78,7788.79,7753.365,8194.145,7064.94,7337.95,8521.9,5195.945,2755.405,5571.89,7685.505
idnR,5684.81,5946.41,9126.93,5671.54,5667.34,5667.51,4080.84,5512.7,5751.32,5617.35,6472.63,5535.57,5198.43,6136.79,5138.19,5654.82,5194.47,4296.62,7215.71,6544.24
idnT,6082.35,8632.72,4215.64,7163.67,8723.82,7922.6,7701.78,6913.07,6241.4,8528.09,8651.9,8344.06,10374.96,8122.52,9371.91,9558.15,7128.74,6861.98,6097.19,7957.23
ihfA,2593.97,2842.83,6857.57,2540.52,1898.35,1768.32,2522.62,2563.01,2475.75,1755.14,2129.71,1721.97,1607.24,2118.29,1620.91,1424.65,2853.71,5176.44,2729.01,2080.77
ihfB,1834.825,2636.66,1696.415,2938.52,2024.74,2707.885,2367.26,2596.965,1878.14,2032.25,2278.065,1977.96,1778.83,2957.595,2493.05,1746.74,3750.51,2146.785,2502.405,2291.38
ileS,3312.19,2043.82,3827.94,2357.84,2009.35,1811.25,2678.13,3233.01,3662.3,1809.95,1933.28,2362.81,2222.69,2890.21,2156.53,2107.66,3352.4,3623.85,3045.31,1768.1
ileT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ileU,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ileV,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ileX,2239.24,3413.77,1159.96,2980.57,2655.73,2360.59,3227.09,2207.67,2124.4,3001.35,3238.98,2860.19,4017.84,2640.55,3037.23,3409.74,2786.24,60.73,2930.25,3176.53
ileY,3736.55,3938.26,1224.97,3235.85,4132.14,5047.08,3061.58,3418.26,3104.42,4244.49,5060.79,4770.17,3181.73,2840.6,3842.69,4413.77,3750.6,832,4066.03,4165.43
ilvA,2787.29,1368.2,3496.105,2110.16,1624.605,1437.175,2336.715,2871.285,3506.22,1312.995,1667.035,1672.94,1503.86,2074.935,1687.05,1688.615,1863.645,3210.4,2618.39,1337.325
ilvB,5445.66,3787.57,4198.41,3579.14,3188.43,3152.95,3963.95,3983.05,5332.14,4416.4,4143.11,4149.95,4158.65,4367.79,3505.62,3617.25,3307.96,5801.16,4677.99,3743.92
ilvC,4422.29,3697.56,3980.64,5220.09,4737.11,4533.83,4317.24,4783.23,5138.91,4480.13,5269.54,4665.3,5172.77,5647.54,5687.88,5245.47,4522.07,4748.4,4182.65,4563.48
ilvD,3272.535,2020.235,3838.2,3045.415,2496.23,2370.97,3704.155,3149.965,3411.34,2605.01,2733.315,2550.74,2411.19,2590.36,2599.9,2522.39,2132.995,3158.255,3420.235,1977.72
ilvE,5573.23,6833.92,3530.23,7765.05,6860.57,8627.01,8162.39,7820,7047.16,7573.05,7403.29,8251.41,7187.66,6458.42,9507.22,9012.63,7083.8,5356,6210.59,7214.4
ilvG,4549.47,3073.185,4125.575,4928.04,3648.02,2986.52,4523.11,4159.65,5135.5,2789.455,3231.94,3086.69,3618.92,4429.175,3793.85,3277.8,3105.035,4976.98,4459.79,2767.72
ilvH,5096.95,7749.43,3370.315,8654.145,8318.66,8850.59,7151.37,8040.885,5759.04,9235.25,8625.46,9189.14,9239.975,8056.145,9051.09,9527.585,6977.605,6344.415,5590.02,7898.65
ilvI,5648.62,5324.99,3735.47,6521.605,6201.35,6651.35,6060.27,5835.085,5538.195,6412.27,4438.195,5576.44,6422.745,5214.015,6560.935,6229.2,5559.36,3566.34,5171.305,6559.89
ilvL,5816.03,5521.32,952.72,6604.42,4633.44,5706.76,3121.15,8074.43,8478.75,3934.54,4420.47,4258.11,3869.4,5285.64,5391.66,6024.92,4685.4,3858.5,2722.28,4536.98
ilvM,5932.71,5096.6,7245.51,7375.805,5894.26,5017.235,7889.11,7224.745,6649.425,5621.16,6791.245,5999.91,5772.47,5907.605,7063.29,5866.56,4930.48,4778.04,6045.99,5162.64
ilvN,4709.99,3910.415,5755.16,2750.1,3577.52,3748.41,2596.475,3518.11,4640.35,3723.955,4617.145,5412.835,3732.64,4201.35,4002.815,4273.235,3021.82,3140.485,2799.18,4184.695
ilvX,4974.445,7862.905,4557.74,7702.235,8259.855,9111.135,7207.705,7860.085,6074.26,8637.605,8045.765,7518.475,7534.29,7892.61,8013.33,9360.865,7314.69,5202.02,6094.31,8385.435
ilvY,5178.485,5750.6,3926.74,6985,6022.715,6145.7,6619.755,6128.4,5524.56,5783.245,6534.765,5829.51,6713.915,6197.275,5856.805,6735.15,5738.27,4166.77,5908.195,5237.395
inaA,4107.54,4640.03,1651.64,3874.255,3598.38,3782.385,4059.715,4026.635,3595.84,3017.73,3993.945,3032.755,3666.53,4236.1,3756.215,3175.875,3387.19,1234.875,3805.67,3074.02
infA,6918.52,9023.615,4122.05,9343.295,9506.27,8821.54,6967.5,9372.845,6063.145,8046.3,5008.465,8012.71,7902.12,9982.985,8574.755,9185.975,11697.345,2424.89,4156.66,8014.845
infB,2537.875,1586.755,2506.4,2217.965,2138.29,1794.145,2196.055,3060.04,3392.97,2204.855,1483.455,1636.52,2171.025,3079.935,2042.2,1942.915,3677.885,4278.245,2522.385,1946.965
infC,3650.49,1774.73,3871.32,2696.46,3027.54,2133.25,1965.86,3055.52,3327.38,2635.36,821.37,2015.63,1411.31,3442.63,2033.88,1858.93,12346.15,3818.27,3561.16,3252.08
insA,2045.11,4996.78,5295.34,3408.07,4122.28,6230.04,2638.4,2383.14,1426.12,7203.45,7375.75,7105.12,5142.25,3046.2,5032.21,7381.83,3983.56,7251.57,2293.68,4148.69
insA_1,1240.22,1946,4671.71,1618.98,2755.4,6738.49,3132.3,1080.7,1176.37,5704.23,6484.86,5926.98,4217.18,1364.87,4015.13,5970.54,1778.04,1103.88,1754.45,3700.02
insA_2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insA_3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insA_4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insA_5,184.07,188.1,7863.42,202.86,163.76,1255.14,212.93,286.47,182.03,752.37,785.71,490.89,296.3,603.55,297.91,331.57,205.66,1858.58,302.65,402.6
insA_6,3068.26,3274.77,2219.57,3882.09,3177.8,3275.5,5469.51,2500.27,2923.37,3478.38,5285.81,5112.81,5198.27,4555.74,4844.09,3906.23,2919.57,4505.24,2715.58,2936.07
insB,2839.28,5194.98,4496.2,4324.27,3358.86,5102.15,3698.58,5238.94,3640.6,4722.48,5070.01,4899.24,3116.02,4728.37,4828.24,4523.69,5848.7,635.8,3942.08,5043.46
insB_1,11326.1,11753.345,3647.33,11371.1,11342.995,11971.2,11565.7,10496.55,10723.145,11576.645,11861.305,11049.29,11427.67,13033.74,10780.905,10385.35,12504.715,14036.495,14467.59,14027.78
insB_2,3214,5506.89,1040.92,3433.64,4592.55,6519.02,3486.55,2482.74,2771.35,6390.07,7062.03,7450.98,5340.94,2832.16,6440.46,6293.11,2525.07,9742.84,2673.82,4488.47
insB_3,1462.84,1434.57,8976.065,2018.72,1642.335,2137.655,1786.095,1806.45,1398.315,1281.6,1446.225,1694.21,1595.645,1691.25,1564.04,1208.3,2874.175,1773.915,1526.815,1427.22
insB_4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insB_5,705.5,734.14,47.17,684.64,1008.7,632.46,672.16,341.85,608.76,1427.27,1340.99,1177.09,920.53,336.91,878.34,1020.53,714.18,4264.42,920.87,988.42
insB_6,2129.015,4754.675,6615.05,3392.925,3166.645,5542.17,5119.24,2581.535,2385.43,6042.045,6687.005,5888.75,4673.78,3842.835,4816.18,6195.825,2884.78,3688.03,2326.625,4310.07
insC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insC_1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insC_2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insC_3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insC_4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insC_5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insD,20420.75,13805.85,2043.41,21761.98,20971.44,18261,18288.61,18784.18,21459.84,19540.33,19743.7,19565.4,21341.89,19475.44,17875.16,18727.19,16100.63,21297.08,19037.47,18512.41
insD_1,680.52,1711.25,19904.81,1102.93,2750.94,6527.21,2113.16,459.35,613.23,4620.44,4936.11,5269.4,3457.99,815.14,2832.62,4141.4,1095.13,24.64,886.4,3405.79
insD_2,4359.59,3295.26,1979.22,3868.17,3852.98,3327.09,2272.19,4208.59,3837.4,3773.93,3929.19,3124.8,3997.82,3578.06,2675,3582.94,2422.76,5149.67,4852.59,3620.47
insD_3,9473.66,10096.48,41.17,9509.8,9047.4,6972.96,8370.2,9434.17,9099.84,7005.7,7556.55,8097.72,7734.38,9145.99,8429.4,8403.59,6039.89,2269.27,7100.67,8080.63
insD_4,2148.19,5615.76,7413.71,3865.96,3952.62,4624.09,2724.95,2978.49,2436.58,5345.09,5334.15,4129.38,4024.21,3906.23,3681.62,5094.08,3464.63,8725.8,2426.08,5321.99
insD_5,10089.6,11732.4,4195.91,10101.14,12748.23,13654.29,15222.56,9470.96,11234.91,15831.5,15587.37,13782.82,13556.89,9998.42,12296.32,13618.98,11359.59,8740.99,15360.75,14238.9
insD_6,808.35,1146.08,6002.4,808.86,854.82,2533.38,1508.46,864,945.58,2277.81,2451.12,1723.64,1133.95,977.51,1318.05,1663.65,1579.04,729.98,1112.06,1603.39
insE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insE_1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insE_2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insE_3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insE_4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insF,18766.82,13215.2,792.23,12542.29,12071.18,12154.58,8728.97,11115.65,15583.93,11164,12388.38,12256.03,11055.45,13117.13,12941.64,13669.53,11940.45,3355.08,14749.76,12816.51
insF_1,784.91,1177.17,1012.46,848.52,1524.94,3841.7,1268.1,991.78,671.34,3052.91,3333.64,3305.98,2874.15,1692.89,1731.89,5594.38,1235.25,3465.35,1006.44,1943.81
insF_2,1822.41,2610.87,914.63,1498.06,2439.72,2349.65,3244.11,1393.27,1690.38,3560.76,4102.66,3383.56,2308.5,1409.17,2137.34,3291.08,2010.03,6262.87,1930.66,3123.1
insF_3,4308.53,10636.52,990.42,7227.64,9709.61,14948.16,7008.6,10112.6,4284.14,14388.89,11870.35,11200.41,12893.3,10748.03,10223.08,13080.27,13425.36,1698.99,5797.06,12175.74
insF_4,3586.13,2313.93,39.43,2691.95,2543.4,3993.5,3349.02,2499.29,3207.58,2698.8,3002.57,2689.79,2124.72,3322.42,2915.83,1866.06,6821.19,1618.11,2556.53,2022.33
insG,4629.13,5140.63,6152.43,4690.2,4908.3,3756.72,5325.03,4544.89,4985.99,4300.73,5069.88,4812.23,4279.23,4656.1,4075.92,4907.22,3867.84,4049.21,4370.23,5525.59
insH,1911.96,2197.47,4520.45,1600.43,1919.13,2184.99,1536.57,2330.5,2105.8,2473.08,3118.9,2743.81,1965.86,1995.67,2141.97,2441.46,1913.22,6078.37,2067.68,1960.95
insH_1,1234.57,503.01,7453.14,643.85,640.02,773.82,646.81,445.88,931.18,652.08,738.36,934.76,1035.92,353.9,712.91,395.92,503.51,5063.45,877.84,890.98
insH_10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
insH_2,1498.73,2080.635,12262.745,1889.335,2085.495,3232.85,1702.48,1443.795,828.275,2697.865,3017.07,1902.175,1564.745,2133.66,2119.96,1296.14,1773.19,1959.77,1891.265,2846.655
insH_3,1927.87,3943.61,3992.51,3464.27,3768,4240.23,2457.88,2338.12,2082.16,6253.37,5055.25,4271.38,4088.88,2687.48,3082.76,4701.99,2594.96,282.15,2010.68,4648.54
insH_4,409.42,619.67,2373.8,428.82,331.09,1073.78,1075,306.33,295.85,715.44,513.3,277.59,890.39,218.7,821.58,923.66,325.08,809.51,375.45,593.42
insH_5,1801.29,2162.76,569.25,1985.07,3297.77,3659.09,1500.16,1674.9,1367.46,3949.82,3941.66,3802.54,3079.73,2510.65,2847.25,4710.21,2369.89,8065.7,1608.78,2746.52
insH_6,157.17,149.14,29.4,86.66,115.94,174.33,238.9,28.57,178.47,193.02,268.72,133.34,121.29,52.59,158.55,78.38,281.81,2986.93,117.18,132.46
insH_7,10714.22,9024.33,12532.14,7660.63,11179,8683.08,10429.14,8780.65,10478.99,9100.49,9680.7,9948.39,9658.43,6401.9,9415.18,7988.27,7775.21,14193.84,16234.46,10207.26
insH_8,6961.15,10228.65,4859.51,10261.42,9850.06,11153.19,7488.66,7796.19,6647.06,8750.78,7297.08,10902.63,9503.21,11483.34,9134.21,10643.6,8203.42,4104.7,6323.21,11576.2
insH_9,1027.26,2790.48,973.84,1134.34,3411.91,5670.93,2482.89,1112.76,943.95,6078.93,6427.04,5364.64,5056.43,764.51,5088.48,8781.28,881.61,8962.98,1080.28,3715.36
